accession,species,description,source_type,plasmid_name,replicon_types,mge_elements,country,percent_identity,query_coverage,alignment_length,mismatches,gaps,evalue,bit_score,hit_length,subject_start,subject_end
CP168663,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 7824 plasmid pKP13-2, complete sequence",Plasmid,pKP13-2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,139321,46673,47429
CP168663,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 7824 plasmid pKP13-2, complete sequence",Plasmid,pKP13-2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,139321,47429,46673
CP168663,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 7824 plasmid pKP13-2, complete sequence",Plasmid,pKP13-2,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,139321,50253,49776
CP168663,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 7824 plasmid pKP13-2, complete sequence",Plasmid,pKP13-2,Not specified,Not specified,Not specified,98.79,1.64,165,2,0,2.05119e-73,294.738,139321,49782,49618
CP168663,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 7824 plasmid pKP13-2, complete sequence",Plasmid,pKP13-2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,139321,13463,13597
CP168663,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 7824 plasmid pKP13-2, complete sequence",Plasmid,pKP13-2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,139321,13543,13677
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,139318,8361,17693
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,139318,3518,4278
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,139318,54322,55082
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,139318,68929,69686
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,4274,3518
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,9117,8361
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,24213,24969
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,24969,24213
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,99.87,7.53,760,1,0,0.0,1399.03,139318,53211,52452
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,52455,53211
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,55078,54322
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,59166,59922
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,59922,59166
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,139318,69685,68929
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,139318,47891,48647
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,139318,48647,47891
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,139318,51471,50994
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,98.79,1.64,165,2,0,2.05119e-73,294.738,139318,51000,50836
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,139318,14682,14816
CP103407,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KPB80 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,139318,14762,14896
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,134705,11972,21304
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,134705,57934,58694
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,12728,11972
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,27825,28581
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,28581,27825
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,51503,52259
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,52259,51503
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,99.87,7.53,760,1,0,0.0,1399.03,134705,56823,56064
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,56067,56823
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,58690,57934
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,62778,63534
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,63534,62778
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,72373,73129
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,134705,73129,72373
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,134705,55083,54606
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,3.93,397,0,0,0.0,734.24,134705,73130,73526
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,100.0,3.93,396,0,0,0.0,732.394,134705,73525,73130
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,98.79,1.64,165,2,0,2.05119e-73,294.738,134705,54612,54448
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,134705,18293,18427
CP171799,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KC141 plasmid pKC141-2, complete sequence",Plasmid,pKC141-2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,134705,18373,18507
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,107151,57056,47724
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,107151,9993,9233
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,107151,61900,61140
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,4393,5149
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,5149,4393
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,9237,9993
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,11104,11860
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,11860,11104
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,15668,16424
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,16424,15668
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,39346,40102
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,40102,39346
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,56300,57056
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,61144,61900
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,101781,102537
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,107151,102537,101781
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,107151,12844,13321
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,107151,13315,13476
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,107151,50649,50518
CP186939,Klebsiella pneumoniae,"Klebsiella pneumoniae strain K78927 plasmid pK78927_KPC, complete sequence",Plasmid,pK78927_KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,107151,50729,50598
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,133772,55955,46623
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,133772,9993,9233
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,4393,5149
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,5149,4393
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,9237,9993
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,11104,11860
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,11860,11104
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,39346,40102
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,40102,39346
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,55199,55955
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,128402,129158
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133772,129158,128402
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,133772,15668,16424
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,133772,16424,15668
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,133772,12844,13321
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,3.93,397,0,0,0.0,734.24,133772,128401,128005
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,100.0,3.93,396,0,0,0.0,732.394,133772,128006,128401
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,133772,13315,13476
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,133772,49548,49417
CP054728,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP20194a2 plasmid pKP20194a2-p2, complete sequence",Plasmid,pKP20194a2-p2,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,133772,49628,49497
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,102745,43973,34641
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.52,759,0,0,0.0,1402.73,102745,8576,7818
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.52,759,0,0,0.0,1402.73,102745,26220,26978
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,102745,98131,97374
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,4393,5149
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,5149,4393
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,7818,8574
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,26978,26222
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,27365,28121
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,28121,27365
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,43217,43973
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,102745,97375,98131
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,102745,37566,37435
CP084211,Escherichia coli,"Escherichia coli strain EC2648-R2 plasmid pKP2648-KPCR, complete sequence",Plasmid,pKP2648-KPCR,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,102745,37646,37515
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,144993,51189,60521
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,144993,46345,47105
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,144993,102660,101903
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,144993,117267,116507
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,144993,122111,121351
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,47101,46345
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,51945,51189
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,67042,67798
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,67798,67042
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,101904,102660
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,111667,112423
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,112423,111667
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,116511,117267
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,121355,122111
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,123222,123978
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,144993,123978,123222
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,144993,90720,91476
CP168668,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 9589 plasmid pKP41-2, complete sequence",Plasmid,pKP41-2,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,144993,91476,90720
