Sample,Gene,Product,Contig,Contig_Size,Location,Start,Stop,Strand,Type,DB_Xrefs
JKPR282,traM,TraD/TraG TraM recognition site domain-containing protein,contig_1,0,Small replicon (~0kb),765137,767236,+,cds,"SO:0001217, UniRef:UniRef50_E5B1Q3"
JKPR282,,tRNA (guanine-N(7)-)-methyltransferase,contig_1,0,Small replicon (~0kb),811476,812195,+,cds,"SO:0001217, UniRef:UniRef50_Q2NRB6"
JKPR282,hemW,Heme chaperone HemW,contig_1,0,Small replicon (~0kb),813332,814468,-,cds,"SO:0001217, UniRef:UniRef50_A0A523M839"
JKPR282,,Ribosomal RNA small subunit methyltransferase E,contig_1,0,Small replicon (~0kb),820819,821550,-,cds,"SO:0001217, UniRef:UniRef50_A0A2X3FA23"
JKPR282,,Aminomethyltransferase,contig_1,0,Small replicon (~0kb),866105,867199,+,cds,"SO:0001217, UniRef:UniRef50_A6TDR7"
JKPR282,,Copper resistance protein,contig_1,0,Small replicon (~0kb),874785,875144,-,cds,"SO:0001217, UniRef:UniRef50_A0A4U9VX74"
JKPR282,mdtP,MdtP family multidrug efflux transporter outer membrane subunit,contig_1,0,Small replicon (~0kb),902018,903466,-,cds,"SO:0001217, UniRef:UniRef50_A0A4S7X6E3"
JKPR282,,Tripartite multidrug resistance system membrane fusion protein,contig_1,0,Small replicon (~0kb),903463,905388,-,cds,"SO:0001217, UniRef:UniRef50_A0A7H4M6L9"
JKPR282,mdtN,Multidrug resistance protein MdtN,contig_1,0,Small replicon (~0kb),905401,906426,-,cds,"SO:0001217, UniRef:UniRef50_P32716"
JKPR282,,Nickel/cobalt efflux system,contig_1,0,Small replicon (~0kb),918830,919786,+,cds,"SO:0001217, UniRef:UniRef50_A0A1W6B9C8"
JKPR282,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),919783,920289,-,cds,"SO:0001217, UniRef:UniRef50_A0A964UUN5"
JKPR282,,Chlorhexidine efflux transporter domain-containing protein,contig_1,0,Small replicon (~0kb),932738,933199,-,cds,"SO:0001217, UniRef:UniRef50_S5MZU1"
JKPR282,,Acetyl-CoA acetyltransferase,contig_1,0,Small replicon (~0kb),934290,935468,+,cds,"SO:0001217, UniRef:UniRef50_P14611"
JKPR282,,GNAT family N-acetyltransferase,contig_1,0,Small replicon (~0kb),959196,959675,+,cds,"SO:0001217, UniRef:UniRef50_A0A1X1BVJ9"
JKPR282,,Phosphoenolpyruvate-dependent phosphotransferase system,contig_1,0,Small replicon (~0kb),969023,971269,+,cds,"SO:0001217, UniRef:UniRef50_P37177"
JKPR282,,Amino-acid acetyltransferase,contig_1,0,Small replicon (~0kb),987572,988903,-,cds,"SO:0001217, UniRef:UniRef50_P0A6C5"
JKPR282,,Cobalt-precorrin-5B C(1)-methyltransferase,contig_1,0,Small replicon (~0kb),1014225,1015364,+,cds,"SO:0001217, UniRef:UniRef50_Q05628"
JKPR282,,Cobalt-precorrin-7 C(5)-methyltransferase,contig_1,0,Small replicon (~0kb),1015358,1015963,+,cds,"SO:0001217, UniRef:UniRef50_P0A2H1"
JKPR282,,Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating),contig_1,0,Small replicon (~0kb),1015953,1016522,+,cds,"SO:0001217, UniRef:UniRef50_Q05632"
JKPR282,,Cobalt-precorrin-4 C(11)-methyltransferase,contig_1,0,Small replicon (~0kb),1016515,1017288,+,cds,"SO:0001217, UniRef:UniRef50_P0A2G9"
JKPR282,,Precorrin-3B C(17)-methyltransferase,contig_1,0,Small replicon (~0kb),1018324,1019049,+,cds,"SO:0001217, UniRef:UniRef50_A0A0Z8M1W7"
JKPR282,,Cobalt-precorrin-2 C(20)-methyltransferase,contig_1,0,Small replicon (~0kb),1020633,1021343,+,cds,"SO:0001217, UniRef:UniRef50_A0A379T931"
JKPR282,,Ribosomal RNA large subunit methyltransferase M,contig_1,0,Small replicon (~0kb),1033406,1034506,+,cds,"SO:0001217, UniRef:UniRef50_P0ADR6"
JKPR282,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,contig_1,0,Small replicon (~0kb),1073711,1075015,+,cds,"SO:0001217, UniRef:UniRef50_P55135"
JKPR282,,Protein-L-isoaspartate O-methyltransferase,contig_1,0,Small replicon (~0kb),1098519,1099145,+,cds,"SO:0001217, UniRef:UniRef50_P0A7A5"
JKPR282,hmuV,Hemin import ATP-binding protein HmuV,contig_1,0,Small replicon (~0kb),1112036,1112815,-,cds,"SO:0001217, UniRef:UniRef50_A0A6N3G310"
JKPR282,hmuU,Hemin transport system permease HmuU,contig_1,0,Small replicon (~0kb),1112808,1113803,-,cds,"SO:0001217, UniRef:UniRef50_A0A0J1LP30"
JKPR282,hmuS,Hemin transport protein HmuS,contig_1,0,Small replicon (~0kb),1114618,1115649,-,cds,"SO:0001217, UniRef:UniRef50_Q56990"
JKPR282,sitC,iron/manganese ABC transporter permease subunit SitC,contig_1,0,Small replicon (~0kb),1123715,1124563,-,cds,"BlastRules:WP_001101723, BlastRules:WP_001104336, SO:0001217, UniRef:UniRef50_Q56954"
JKPR282,sitB,"Manganese ABC transporter, ATP-binding protein SitB",contig_1,0,Small replicon (~0kb),1124560,1125381,-,cds,"SO:0001217, UniRef:UniRef50_A0A377ZD83"
JKPR282,,"N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component",contig_1,0,Small replicon (~0kb),1128458,1128772,-,cds,"SO:0001217, UniRef:UniRef50_A0A1R4B278"
JKPR282,,Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component,contig_1,0,Small replicon (~0kb),1130128,1130442,-,cds,"SO:0001217, UniRef:UniRef50_A0A443VQZ3"
JKPR282,,Nickel/cobalt efflux system,contig_1,0,Small replicon (~0kb),1158700,1159713,+,cds,"SO:0001217, UniRef:UniRef50_A0A8T6QIH9"
JKPR282,emrB,Multidrug export protein EmrB,contig_1,0,Small replicon (~0kb),1186904,1188442,-,cds,"SO:0001217, UniRef:UniRef50_P0AEJ0"
JKPR282,emrA,Multidrug export protein EmrA,contig_1,0,Small replicon (~0kb),1188458,1189630,-,cds,"SO:0001217, UniRef:UniRef50_P27303"
JKPR282,marR,Multiple antibiotic resistance protein marR,contig_1,0,Small replicon (~0kb),1189756,1190286,-,cds,"SO:0001217, UniRef:UniRef50_A0A1T4N4P6"
JKPR282,oqxB,multidrug efflux RND transporter permease subunit OqxB,contig_1,0,Small replicon (~0kb),1234556,1237708,-,cds,"NCBIProtein:WP_000347934.1, SO:0001217, UniRef:UniRef50_A0AAN1X327"
JKPR282,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,contig_1,0,Small replicon (~0kb),1237732,1238907,-,cds,"NCBIProtein:WP_002914189.1, SO:0001217, UniRef:UniRef50_A0A261V1B2"
JKPR282,,Site-specific DNA-methyltransferase (adenine-specific),contig_1,0,Small replicon (~0kb),1243902,1244753,+,cds,"SO:0001217, UniRef:UniRef50_A0A380PNN7"
JKPR282,,tRNA (guanine-N(1)-)-methyltransferase,contig_1,0,Small replicon (~0kb),1287680,1288447,+,cds,"SO:0001217, UniRef:UniRef50_P43912"
JKPR282,pat,protein lysine acetyltransferase,contig_1,0,Small replicon (~0kb),1312955,1315606,-,cds,"BlastRules:WP_000082639, SO:0001217, UniRef:UniRef50_P76594"
JKPR282,yfiF,Uncharacterized tRNA/rRNA methyltransferase YfiF,contig_1,0,Small replicon (~0kb),1317038,1318123,+,cds,"SO:0001217, UniRef:UniRef50_P0AGJ5"
JKPR282,,tRNA1(Val) (adenine(37)-N6)-methyltransferase,contig_1,0,Small replicon (~0kb),1321076,1321813,+,cds,"SO:0001217, UniRef:UniRef50_C6CNL2"
JKPR282,,DNA methyltransferase,contig_1,0,Small replicon (~0kb),1346919,1347563,+,cds,"SO:0001217, UniRef:UniRef50_A0A140NPV0"
JKPR282,,Serine hydroxymethyltransferase,contig_1,0,Small replicon (~0kb),1391216,1392469,+,cds,"SO:0001217, UniRef:UniRef50_U2ASI2"
JKPR282,,Nickel/cobalt efflux system,contig_1,0,Small replicon (~0kb),1403191,1404171,+,cds,"SO:0001217, UniRef:UniRef50_S5MYT3"
JKPR282,trmJ,tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ,contig_1,0,Small replicon (~0kb),1406078,1406812,+,cds,"SO:0001217, UniRef:UniRef50_A0A0H2ZF87"
JKPR282,rlmN,Dual-specificity RNA methyltransferase RlmN,contig_1,0,Small replicon (~0kb),1425465,1426631,+,cds,"SO:0001217, UniRef:UniRef50_P36979"
JKPR282,perC,PerC family transcriptional regulator,contig_1,0,Small replicon (~0kb),1442350,1442643,-,cds,"SO:0001217, UniRef:UniRef50_V5U0H1"
JKPR282,perM,Putative permease PerM,contig_1,0,Small replicon (~0kb),1505821,1506882,+,cds,"SO:0001217, UniRef:UniRef50_P0AFI9"
JKPR282,tmcA,tRNA(Met) cytidine acetyltransferase TmcA,contig_1,0,Small replicon (~0kb),1512001,1514004,+,cds,"SO:0001217, UniRef:UniRef50_A0A2X4T593"
JKPR282,,Efflux pump membrane transporter,contig_1,0,Small replicon (~0kb),1517092,1520205,-,cds,"SO:0001217, UniRef:UniRef50_A0A510IXH6"
JKPR282,,Acetyltransferase EBL_c10900,contig_1,0,Small replicon (~0kb),1546980,1547405,+,cds,"SO:0001217, UniRef:UniRef50_I2B6P6"
JKPR282,,Phosphoenolpyruvate-protein phosphotransferase,contig_1,0,Small replicon (~0kb),1558559,1560286,-,cds,"SO:0001217, UniRef:UniRef50_P08839"
JKPR282,yfeC,Uncharacterized protein YfeC,contig_1,0,Small replicon (~0kb),1571094,1571447,-,cds,"SO:0001217, UniRef:UniRef50_P0AD37"
JKPR282,,Ribosomal protein uL3 glutamine methyltransferase,contig_1,0,Small replicon (~0kb),1601417,1602349,+,cds,"SO:0001217, UniRef:UniRef50_Q0WDE1"
JKPR282,,[ribosomal protein uS5]-alanine N-acetyltransferase,contig_1,0,Small replicon (~0kb),1626126,1626653,-,cds,"SO:0001217, UniRef:UniRef50_A0A376FIH2"
JKPR282,,Phosphate acetyltransferase,contig_1,0,Small replicon (~0kb),1630973,1633120,-,cds,"SO:0001217, UniRef:UniRef50_P0A9M8"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),1658929,1659390,+,cds,"SO:0001217, UniRef:UniRef50_A8ADW6"
JKPR282,,Ubiquinone biosynthesis O-methyltransferase,contig_1,0,Small replicon (~0kb),1685920,1686648,-,cds,"SO:0001217, UniRef:UniRef50_A8H499"
JKPR282,rcsD,Phosphotransferase RcsD,contig_1,0,Small replicon (~0kb),1693112,1695769,-,cds,"SO:0001217, UniRef:UniRef50_P39838"
JKPR282,mgtE,Magnesium transporter MgtE,contig_1,0,Small replicon (~0kb),1702481,1703917,+,cds,"SO:0001217, UniRef:UniRef50_A0A7V1BN86"
JKPR282,,Bcr/CflA family efflux transporter,contig_1,0,Small replicon (~0kb),1719269,1720465,+,cds,"SO:0001217, UniRef:UniRef50_A0A6G9IF80"
JKPR282,,Sugar efflux transporter B,contig_1,0,Small replicon (~0kb),1736823,1738004,-,cds,"SO:0001217, UniRef:UniRef50_P33027"
JKPR282,,Vancomycin high temperature exclusion protein,contig_1,0,Small replicon (~0kb),1759163,1759879,-,cds,"SO:0001217, UniRef:UniRef50_A0A151UJ27"
JKPR282,nodT,"RND efflux system, outer membrane lipoprotein, NodT family",contig_1,0,Small replicon (~0kb),1769944,1771383,+,cds,"SO:0001217, UniRef:UniRef50_E3GC31"
JKPR282,,N-acetyltransferase family protein,contig_1,0,Small replicon (~0kb),1774090,1774644,-,cds,"SO:0001217, UniRef:UniRef50_A0A9J6QCI7"
JKPR282,,GCN5-related N-acetyltransferase,contig_1,0,Small replicon (~0kb),1789492,1789956,-,cds,"SO:0001217, UniRef:UniRef50_A0A0H3G3B5"
JKPR282,adeQ,Adenine permease AdeQ,contig_1,0,Small replicon (~0kb),1791318,1792661,-,cds,"SO:0001217, UniRef:UniRef50_A0A0G4JEJ9"
JKPR282,mdtD,Putative multidrug resistance protein MdtD,contig_1,0,Small replicon (~0kb),1822154,1823569,-,cds,"SO:0001217, UniRef:UniRef50_B7L9V0"
JKPR282,,Acriflavin resistance protein,contig_1,0,Small replicon (~0kb),1823571,1826648,-,cds,"SO:0001217, UniRef:UniRef50_A0AAI9L9I1"
JKPR282,mdtB,Multidrug resistance protein MdtB,contig_1,0,Small replicon (~0kb),1826649,1829771,-,cds,"SO:0001217, UniRef:UniRef50_Q8ZCW0"
JKPR282,mdtA,Multidrug resistance protein MdtA,contig_1,0,Small replicon (~0kb),1829771,1831009,-,cds,"SO:0001217, UniRef:UniRef50_A0A0J8VMS4"
JKPR282,,Acid-resistance membrane protein,contig_1,0,Small replicon (~0kb),1920143,1920718,+,cds,"SO:0001217, UniRef:UniRef50_A0A8B4TY10"
JKPR282,,Phosphotransferase enzyme family protein,contig_1,0,Small replicon (~0kb),1922923,1924026,-,cds,"SO:0001217, UniRef:UniRef50_A0A1H6CQH5"
JKPR282,fyuA,yersiniabactin receptor FyuA,contig_1,0,Small replicon (~0kb),1953358,1955379,-,cds,"SO:0001217, UniRef:UniRef50_P46359, VFDB:VFC0272, VFDB:VFG044333"
JKPR282,ybtE,yersiniabactin biosynthesis salycil-AMP ligase YbtE,contig_1,0,Small replicon (~0kb),1955510,1957087,-,cds,"BlastRules:WP_001088826, BlastRules:WP_011168856, EC:2.7.7.-, SO:0001217, UniRef:UniRef50_A0AAW4DZA7"
JKPR282,ybtT,yersiniabactin biosynthesis thioesterase YbtT,contig_1,0,Small replicon (~0kb),1957091,1957894,-,cds,"BlastRules:WP_002212799, SO:0001217, UniRef:UniRef50_A0A061LQM0"
JKPR282,ybtU,yersiniabactin biosynthetic protein YbtU,contig_1,0,Small replicon (~0kb),1957891,1958991,-,cds,"SO:0001217, UniRef:UniRef50_W9BA38, VFDB:VFC0272, VFDB:VFG000361"
JKPR282,irp1,yersiniabactin biosynthetic protein Irp1,contig_1,0,Small replicon (~0kb),1958988,1968479,-,cds,"SO:0001217, UniRef:UniRef50_A0A7U1FGE5, VFDB:VFC0272, VFDB:VFG000362"
JKPR282,irp2,yersiniabactin non-ribosomal peptide synthetase HMWP2,contig_1,0,Small replicon (~0kb),1968567,1974674,-,cds,"BlastRules:WP_011171836, SO:0001217, UniRef:UniRef50_P48633"
JKPR282,ybtA,yersiniabactin transcriptional regulator YbtA,contig_1,0,Small replicon (~0kb),1974865,1975824,-,cds,"BlastRules:WP_000140406, SO:0001217, UniRef:UniRef50_C4N4L3"
JKPR282,ybtP,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,contig_1,0,Small replicon (~0kb),1976081,1977793,+,cds,"BlastRules:WP_000098391, NCBIProtein:CAA21388.1, SO:0001217, UniRef:UniRef50_A0A377ZFN4"
JKPR282,ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,contig_1,0,Small replicon (~0kb),1977780,1979582,+,cds,"BlastRules:WP_002212761, NCBIProtein:AAC69584.1, SO:0001217, UniRef:UniRef50_A0A2D0AQJ5"
JKPR282,ybtX,putative signal transducer,contig_1,0,Small replicon (~0kb),1979575,1980855,+,cds,"SO:0001217, UniRef:UniRef50_A0A0B0VZW8, VFDB:VFC0272, VFDB:VFG000367"
JKPR282,ybtS,salicylate synthase Irp9,contig_1,0,Small replicon (~0kb),1980883,1982187,+,cds,"SO:0001217, UniRef:UniRef50_Q9X9I8, VFDB:VFC0272, VFDB:VFG000368"
JKPR282,,Multidrug-efflux transporter,contig_1,0,Small replicon (~0kb),1984073,1985509,+,cds,"SO:0001217, UniRef:UniRef50_A0A486S2R5"
JKPR282,pmrD,Signal transduction protein PmrD domain-containing protein,contig_1,0,Small replicon (~0kb),1987459,1987704,-,cds,"SO:0001217, UniRef:UniRef50_A0A7H5AAG0"
JKPR282,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),1991537,1992241,-,cds,"SO:0001217, UniRef:UniRef50_A0A080T0H7"
JKPR282,phoE,Outer membrane porin PhoE,contig_1,0,Small replicon (~0kb),2000875,2002020,-,cds,"SO:0001217, UniRef:UniRef50_A7MEM9"
JKPR282,,Cytosine-specific methyltransferase,contig_1,0,Small replicon (~0kb),2003667,2005067,+,cds,"SO:0001217, UniRef:UniRef50_A0A014NA45"
JKPR282,,tRNA U34 carboxymethyltransferase,contig_1,0,Small replicon (~0kb),2045173,2046177,-,cds,"SO:0001217, UniRef:UniRef50_B8F571"
JKPR282,,Copper resistance protein C,contig_1,0,Small replicon (~0kb),2072187,2072561,+,cds,"SO:0001217, UniRef:UniRef50_A0A4U6LYK4"
JKPR282,,Copper resistance protein D,contig_1,0,Small replicon (~0kb),2072565,2073434,+,cds,"SO:0001217, UniRef:UniRef50_A0A379TCN1"
JKPR282,,Ribosomal RNA small subunit methyltransferase F,contig_1,0,Small replicon (~0kb),2077092,2078480,-,cds,"SO:0001217, UniRef:UniRef50_P76273"
JKPR282,,23S rRNA methyltransferase A,contig_1,0,Small replicon (~0kb),2093451,2094245,+,cds,"SO:0001217, UniRef:UniRef50_A0A9P1PVD6"
JKPR282,mntP,Putative manganese efflux pump MntP,contig_1,0,Small replicon (~0kb),2094249,2094815,-,cds,"SO:0001217, UniRef:UniRef50_Q3BMJ1"
JKPR282,tehB,Putative S-adenosyl-L-methionine-dependent methyltransferase TehB,contig_1,0,Small replicon (~0kb),2116442,2116786,-,cds,"SO:0001217, UniRef:UniRef50_A0A1T5HY09"
JKPR282,,Formate acetyltransferase 1,contig_1,0,Small replicon (~0kb),2144087,2146381,+,cds,"SO:0001217, UniRef:UniRef50_P09373"
JKPR282,,"Acetyltransferase, N-acetylglutamate synthase",contig_1,0,Small replicon (~0kb),2154711,2155187,-,cds,"SO:0001217, UniRef:UniRef50_J2LJ02"
JKPR282,,DNA N-6-adenine-methyltransferase of bacteriophage,contig_1,0,Small replicon (~0kb),2161781,2162308,-,cds,"SO:0001217, UniRef:UniRef50_A0A086UID1"
JKPR282,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2168987,2169289,+,cds,"SO:0001217, UniRef:UniRef50_A0A855F2Q5"
JKPR282,impA,Type VI secretion system ImpA family N-terminal domain-containing protein,contig_1,0,Small replicon (~0kb),2199373,2200788,+,cds,"SO:0001217, UniRef:UniRef50_A0A0H3GRI9"
JKPR282,,Release factor glutamine methyltransferase,contig_1,0,Small replicon (~0kb),2212984,2213832,+,cds,"SO:0001217, UniRef:UniRef50_P0ACC1"
JKPR282,,Copper-resistance protein,contig_1,0,Small replicon (~0kb),2223128,2223916,+,cds,"SO:0001217, UniRef:UniRef50_A0A0G4R3R3"
JKPR282,narL,Two-component system response regulator NarL,contig_1,0,Small replicon (~0kb),2232125,2232775,-,cds,"SO:0001217, UniRef:UniRef50_A8AG23"
JKPR282,narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,contig_1,0,Small replicon (~0kb),2241942,2242652,+,cds,"SO:0001217, UniRef:UniRef50_P0AF26"
JKPR282,hemP,Hemin uptake protein HemP,contig_1,0,Small replicon (~0kb),2290177,2290404,-,cds,"SO:0001217, UniRef:UniRef50_A0A8E1V4R2"
JKPR282,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,contig_1,0,Small replicon (~0kb),2302886,2303917,+,cds,"SO:0001217, UniRef:UniRef50_A0A077GU37"
JKPR282,fecE,FecE,contig_1,0,Small replicon (~0kb),2305244,2306005,-,cds,"SO:0001217, UniRef:UniRef50_D4GKV1"
JKPR282,,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,contig_1,0,Small replicon (~0kb),2310987,2312096,+,cds,"SO:0001217, UniRef:UniRef50_V3P2C1"
JKPR282,,Cation efflux protein,contig_1,0,Small replicon (~0kb),2312093,2315185,+,cds,"SO:0001217, UniRef:UniRef50_C3KQG8"
JKPR282,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2316680,2317312,-,cds,"SO:0001217, UniRef:UniRef50_A0A024HIV3"
JKPR282,,Glyoxalase/bleomycin resistance protein/dioxygenase,contig_1,0,Small replicon (~0kb),2379443,2379814,-,cds,"SO:0001217, UniRef:UniRef50_C5TCD4"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2391909,2392385,+,cds,"SO:0001217, UniRef:UniRef50_A1JSY5"
JKPR282,asr,acid resistance repetitive basic protein Asr,contig_1,0,Small replicon (~0kb),2433344,2433751,-,cds,NCBIFam:NF033636.1
JKPR282,mdtK,MdtK family multidrug efflux MATE transporter,contig_1,0,Small replicon (~0kb),2433927,2435300,-,cds,"BlastRules:WP_001175077, SO:0001217, UniRef:UniRef50_P37340"
JKPR282,nemR,HTH-type transcriptional repressor NemR,contig_1,0,Small replicon (~0kb),2448195,2448794,-,cds,"SO:0001217, UniRef:UniRef50_P67430"
JKPR282,,Ribosomal-protein-serine acetyltransferase,contig_1,0,Small replicon (~0kb),2492333,2492911,+,cds,"SO:0001217, UniRef:UniRef50_P13857"
JKPR282,,Acetyltransferase,contig_1,0,Small replicon (~0kb),2492897,2493877,-,cds,"SO:0001217, UniRef:UniRef50_A0A0L0H248"
JKPR282,tehA,Tellurite resistance protein TehA,contig_1,0,Small replicon (~0kb),2493989,2494993,+,cds,"SO:0001217, UniRef:UniRef50_P25396"
JKPR282,,Tellurite methyltransferase,contig_1,0,Small replicon (~0kb),2494990,2495586,+,cds,"SO:0001217, UniRef:UniRef50_A0A370V5S7"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2520247,2520765,-,cds,"SO:0001217, UniRef:UniRef50_A8AGL0"
JKPR282,moxC,Putative monooxygenase moxC,contig_1,0,Small replicon (~0kb),2535648,2536961,+,cds,"SO:0001217, UniRef:UniRef50_M7NZQ6"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2537923,2538432,+,cds,"SO:0001217, UniRef:UniRef50_D4GMZ6"
JKPR282,,N-hydroxyarylamine O-acetyltransferase,contig_1,0,Small replicon (~0kb),2553027,2553872,+,cds,"SO:0001217, UniRef:UniRef50_A0A2S6EFY5"
JKPR282,narW,putative nitrate reductase molybdenum cofactor assembly chaperone NarW,contig_1,0,Small replicon (~0kb),2555220,2555915,-,cds,"SO:0001217, UniRef:UniRef50_P19317"
JKPR282,kmrA,efflux MFS transporter KmrA,contig_1,0,Small replicon (~0kb),2563567,2565066,+,cds,"BlastRules:WP_004175980, SO:0001217, UniRef:UniRef50_A0A378B4C8"
JKPR282,,ADP/GDP-polyphosphate phosphotransferase,contig_1,0,Small replicon (~0kb),2578752,2579570,-,cds,"SO:0001217, UniRef:UniRef50_A0A7W4J7I1"
JKPR282,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2590833,2591786,+,cds,"SO:0001217, UniRef:UniRef50_N8SD55"
JKPR282,,"Formate dehydrogenase similar to ydeP, related to acid resistance with formate dehydrogenase/DMSO reductase",contig_1,0,Small replicon (~0kb),2613476,2615776,+,cds,"SO:0001217, UniRef:UniRef50_B3RBP8"
JKPR282,,Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component,contig_1,0,Small replicon (~0kb),2624591,2624914,+,cds,"SO:0001217, UniRef:UniRef50_A0A0M2N9T8"
JKPR282,mgtC,Protein MgtC,contig_1,0,Small replicon (~0kb),2627273,2627953,+,cds,"SO:0001217, UniRef:UniRef50_P0CI70"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2675805,2676704,-,cds,"SO:0001217, UniRef:UniRef50_W8UUV5"
JKPR282,,Multidrug resistance protein B,contig_1,0,Small replicon (~0kb),2678906,2680468,-,cds,"SO:0001217, UniRef:UniRef50_A0A378YD60"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2683526,2683948,-,cds,"SO:0001217, UniRef:UniRef50_A0A348DD88"
JKPR282,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2703604,2704182,-,cds,"SO:0001217, UniRef:UniRef50_A0A2L1BYV7"
JKPR282,,Acetyltransferase,contig_1,0,Small replicon (~0kb),2704822,2705358,+,cds,"SO:0001217, UniRef:UniRef50_A0A486RGY4"
JKPR282,,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,contig_1,0,Small replicon (~0kb),2711863,2712174,+,cds,"SO:0001217, UniRef:UniRef50_W9BGZ1"
JKPR282,,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, IIA component",contig_1,0,Small replicon (~0kb),2780439,2780882,+,cds,"SO:0001217, UniRef:UniRef50_A0A0T9LYC4"
JKPR282,,Trans-aconitate 2-methyltransferase,contig_1,0,Small replicon (~0kb),2815411,2816172,+,cds,"SO:0001217, UniRef:UniRef50_J2W0T7"
JKPR282,,GCN5-related N-acetyltransferase,contig_1,0,Small replicon (~0kb),2819058,2819504,-,cds,"SO:0001217, UniRef:UniRef50_F8EUZ2"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2821323,2821853,-,cds,"SO:0001217, UniRef:UniRef50_A0A0J1PP32"
JKPR282,,Sugar efflux transporter,contig_1,0,Small replicon (~0kb),2838809,2840008,+,cds,"SO:0001217, UniRef:UniRef50_P31122"
JKPR282,marC,UPF0056 inner membrane protein MarC,contig_1,0,Small replicon (~0kb),2840077,2840745,-,cds,"SO:0001217, UniRef:UniRef50_P0AEY1"
JKPR282,marR,Multiple antibiotic resistance protein MarR,contig_1,0,Small replicon (~0kb),2841007,2841441,+,cds,"SO:0001217, UniRef:UniRef50_P27245"
JKPR282,marA,Multiple antibiotic resistance protein MarA,contig_1,0,Small replicon (~0kb),2841462,2841836,+,cds,"SO:0001217, UniRef:UniRef50_P0A2S4"
JKPR282,marB,Multiple antibiotic resistance protein MarB,contig_1,0,Small replicon (~0kb),2841877,2842095,+,cds,"SO:0001217, UniRef:UniRef50_P31121"
JKPR282,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,contig_1,0,Small replicon (~0kb),2850740,2851843,-,cds,"SO:0001217, UniRef:UniRef50_A0A932AVI0"
JKPR282,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2853792,2854232,-,cds,"SO:0001217, UniRef:UniRef50_A0A085G0J9"
JKPR282,blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,contig_1,0,Small replicon (~0kb),2861939,2862799,+,cds,"NCBIProtein:WP_002904004.1, SO:0001217, UniRef:UniRef50_Q9S169"
JKPR282,,Small multidrug resistance family-3 protein,contig_1,0,Small replicon (~0kb),2889002,2889328,-,cds,"SO:0001217, UniRef:UniRef50_A0A3A3FKG6"
JKPR282,,Spermidine N(1)-acetyltransferase,contig_1,0,Small replicon (~0kb),2889892,2890452,+,cds,"SO:0001217, UniRef:UniRef50_P0DKR8"
JKPR282,kpnF,multidrug efflux SMR transporter subunit KpnF,contig_1,0,Small replicon (~0kb),2907246,2907575,-,cds,"BlastRules:WP_002903683, SO:0001217, UniRef:UniRef50_Q0WF87"
JKPR282,kpnE,multidrug efflux SMR transporter subunit KpnE,contig_1,0,Small replicon (~0kb),2907562,2907924,-,cds,"BlastRules:WP_004179723, SO:0001217, UniRef:UniRef50_P69212"
JKPR282,,Methylated-DNA--protein-cysteine methyltransferase,contig_1,0,Small replicon (~0kb),2946729,2947244,+,cds,"SO:0001217, UniRef:UniRef50_P0AFH0"
JKPR282,,Efflux transporter outer membrane subunit,contig_1,0,Small replicon (~0kb),2996824,2998203,+,cds,"SO:0001217, UniRef:UniRef50_A8AGG4"
JKPR282,,O-methyltransferase,contig_1,0,Small replicon (~0kb),2998219,2998878,+,cds,"SO:0001217, UniRef:UniRef50_A7MEK1"
